title,description,views,likes,dislikes,comments,tags
Professor Chris McManus and Professor Val Wass - EBMA Assessment in Medical Education 2016,,393,4,0,0,
Symposia and debate - EBMA Assessment in Medical Education 2016,,70,1,0,0,
Dr Eric Holmboe - EBMA Assessment in Medical Education 2016,,789,2,1,0,
Living Systems Institute - timelapse construction - Start to Finish,"Full info at: https://www.exeter.ac.uk/livingsystems/
The new Living Systems Institute (LSI) will pioneer novel approaches to understanding diseases and how they can be better diagnosed.

This will inform more effective treatment strategies for some of the most severe diseases facing humanity, spanning a broad spectrum, from chronic neurodegenerative diseases to the animal and plant diseases that threaten food security.",164,0,0,0,
The Grange,"A social dining room 'The Grange' is available in Ross House (H Block), Birks Grange Village and has been created in partnership with our external residence provider, UPP. 

The area is an open social space that can be booked out by students living in the Birks Grange Village for events and private functions.",2546,9,0,0,"University of Exeter,Accommodation,University,Campus,Exeter Uni"
Studying Medicine - the Truro experience,"As part of our BMBS Medicine programme, students undertake their studies in their third and fourth year at Truro in Cornwall.

Hear from our students and staff as they describe what student life is like in Truro.

For more information about studying Medicine at the University of Exeter Medical School visit www.exeter.ac.uk/medicine",1246,8,0,0,"University of Exeter Medical School,Truro,Medicine,BMBS,Medical student,Cornwall,Study medicine,University of Exeter,Surf,Paddle boarding"
"Medicine students at Wollega University, Ethiopia","Medicine students and staff from the the University of Exeter Medical School describe their collaboration with Wollega University in Ethiopia.

The link was originally about education and bedside teachin,g but has expanded to many projects, including a collaboration with the International Red Cross to bring clean water to the area around the town.

For more information about studying Medicine at the University of Exeter Medical School visit www.exeter.ac.uk/medicine",2951,8,1,0,"Wollega University,University of Exeter Medical School,International Red Cross,University of Exeter,Ethiopia,Medical students,Medical School"
Postgraduate research at the University of Exeter Medical School,"As a postgraduate student in the School you will be part of a thriving research community, benefiting from quality research-led teaching and supervision and access to outstanding facilities.

We can offer a wide range of supervision across our core research areas and are also involved with interdisciplinary research with other Colleges at Exeter.

For more information about postgraduate research degrees with us visit www.exeter.ac.uk/medicine",795,5,0,0,"Postgraduate research,Medical School,Medicine,University of Exeter Medical School,research,top research,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like,phd,phd exeter,mres,masters research"
Study Medical Sciences at the University of Exeter Medical School,"Our Medical Sciences programmes prioritise the science that underpins medicine, preparing you to translate scientific discoveries and technological advances into improved healthcare.

For more information about studying Medical Sciences with us visit www.exeter.ac.uk/medicine",4454,22,0,1,"Medical Sciences,University of Exeter Medical School,Medicine,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,medical degree"
Study Medicine at the University of Exeter Medical School,"Our Medicine degree produces capable and confident Foundation doctors who are prepared for their role. Our graduates are equipped with the skills for lifelong learning and continue to develop in their professional careers.

You will learn with, from and about other healthcare professionals to ensure that patients benefit from the best possible care.

For more information about studying at the University of Exeter Medical School visit www.exeter.ac.uk/medicine",17129,92,3,3,"Medicine,BMBS,University of Exeter Medical School,Medical School,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like,become a doctor,study medicine,doctor,medical degree"
Problem based learning for Medicine at the University of Exeter Medical School,"‘Problem Based Learning’ is where a realistic professional problem is used as a starting point for pursuing and acquiring new knowledge. 

We're proud of our Problem Based Learning – it's a real strength of our BMBS programme and it offers students an interactive and enjoyable way to learn.

For more information about studying at the University of Exeter Medical School visit www.exeter.ac.uk/medicine",8093,49,1,0,"University of Exeter Medical School,Problem based learning,PBL,Medicine,Study Medicine,BMBS,University of Exeter,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
A new approach to sustainable fisheries,"This new approach to sustainable fishing ensures fish and other seafood are being sustainably caught with minimal damage to the marine environment.

University of Exeter academics and students have been working with a new community interest company to develop an alternative approach to supplying sustainable fish.

Sole of Discretion works with fishers who use smaller boats, static nets and hand-line fishing techniques, which help protect fish stocks and cause less environmental damage. The company pays these fishers a fair price for the fish they land making sure it doesn't pay for them to fish is a less sustainable way.

This new approach is supported by research into the environmental impact of fishing from Exeter's Professor Steve Simpson, Associate Professor in Marine Biology and Global Change.

The collaboration came about after an event, organised by Professor Simpson, that brought together fishing industry representatives, from restaurant owners to trawler men, to develop a positive future for fisheries in 2050. Following this event Caroline Bennett, owner of Moshi Moshi sushi restaurant founded sole of discretion and began working with Professor Simpson and his students to develop an alternative to traditional fishing where the fishermen are rewarded for being environmentally sensitive.

Read more at http://www.exeter.ac.uk/research/feature/sustainablefisheries/",867,3,0,0,
Dr Sarah Dean - applying psychology to rehabilitation and health,"Dr Sarah Dean' describes her research in adhering to exercise programmes for various health interventions.

Dr Dean is a member of the Psychology Applied to Health research group.

For more information about research at the University of Exeter Medical School visit www.exeter.ac.uk/medicine",253,2,0,0,"Psycholgy applied to health,rehabilitation,University of Exeter Medical School,University of Exeter,PaTH,Adhering to exercise programmes,Stroke rehabilitation,Pelvic floor muscle training,Low back pain,Depression,Exeter Uni,Exeter,Exeter University,Study in the UK,University in the UK,Universities in the UK,UK university,Top ranked universities,University,What is uni like"
